,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
voina-i-mir. Text/chapter203.xhtml,45.0,1672.0,844.0,802.0,385.0,1201.0,462.0,1124.0,11363.0,9358.0,1655.0,4033.0,335.0,19.224416002126528,13.566689261031371,14.418664433811799,25.910269827586013,14.418664433811799,85.12206273258906,1500.0,213.0,351.0,198.0,272.0,740.0,131.0,8.0,140.0,0.5047846889952153,20.640694695478683,14.595175187574174,0.9078895242788008,0.9174352866258263,0.028577016363905847,34.993156292657915,0.85910043130007,0.8533333333333332,179.123929228206,177.01296172042476,0.9050670029562503,151.72759856630825,1314.2084128014155,lev-tolstoi,32.0,,12.0,87.0,23.0
voina-i-mir. Text/chapter204.xhtml,46.0,1314.0,659.0,563.0,174.0,1052.0,396.0,830.0,8301.0,6457.0,1323.0,2707.0,408.0,12.44584541062802,45.88689927867118,7.734202534577456,17.24509788586119,7.734202534577456,71.41148831976706,1170.0,222.0,347.0,107.0,112.0,704.0,51.0,13.0,95.0,0.5015220700152208,18.17974268629868,12.855019333708341,0.9038958519685198,0.9111634689948693,0.03081648523664261,32.450164005431134,0.855810276679846,0.8584615384615384,176.60430194805195,166.07029436893902,0.9120060179869283,185.71388589881593,1276.4933824114655,lev-tolstoi,32.0,17.0,8.0,165.0,12.0
voina-i-mir. Text/chapter205.xhtml,38.0,754.0,435.0,319.0,87.0,625.0,214.0,498.0,4708.0,3716.0,752.0,1558.0,237.0,8.216716459583974,56.85485201731119,5.3773816138489465,13.427555830569352,5.3773816138489465,62.1497975708502,680.0,89.0,226.0,59.0,71.0,371.0,30.0,4.0,62.0,0.5769230769230769,15.841765635860746,11.201819907085152,0.9169790547688494,0.9179936400319653,0.028853052057503863,34.6583785315678,0.8456737588652498,0.844,159.25172109443955,153.04405461275348,0.9049440944189026,161.3877202956225,1137.8695776848651,lev-tolstoi,10.0,2.0,5.0,108.0,4.0
voina-i-mir. Text/chapter206.xhtml,151.0,3019.0,1511.0,1430.0,481.0,2357.0,795.0,2043.0,19893.0,15908.0,3044.0,6718.0,931.0,9.45100803081587,47.106676512331404,7.553925756083437,15.829491677994387,7.553925756083437,67.36005519129398,2808.0,392.0,933.0,220.0,479.0,1419.0,120.0,39.0,126.0,0.5004968532626698,27.50001355054019,19.44544606430891,0.9136176800865795,0.9275512442930391,0.024823482162313185,40.28443686753151,0.8804040404040715,0.8783333333333335,290.11522303766117,280.25088996428906,0.9216791624611683,192.10082226438962,1391.0246465020898,lev-tolstoi,53.0,32.0,20.0,453.0,27.0
voina-i-mir. Text/chapter207.xhtml,110.0,2066.0,1137.0,892.0,286.0,1669.0,592.0,1363.0,13115.0,10479.0,2064.0,4452.0,542.0,8.343778227580746,52.90982707031594,5.979771442400768,14.305932098603726,5.979771442400768,61.95703599401566,1887.0,290.0,566.0,219.0,278.0,1029.0,68.0,10.0,132.0,0.5503388189738625,25.014700421417835,17.68806429733454,0.9217617928467388,0.9320244836282601,0.02360034136447739,42.37226845816618,0.8716013882003085,0.8687804878048779,239.40478704621137,247.95874242686062,0.9070613814281472,148.87946677833614,1638.8274654946765,lev-tolstoi,32.0,15.0,17.0,260.0,22.0
voina-i-mir. Text/chapter208.xhtml,49.0,1409.0,756.0,617.0,239.0,930.0,354.0,815.0,9198.0,6813.0,1382.0,2870.0,342.0,12.369410929737402,47.03534037745689,7.295060913080633,19.575845770701576,7.295060913080633,72.54502397126345,1315.0,164.0,348.0,124.0,147.0,629.0,44.0,9.0,72.0,0.5365507452093683,20.140316863899695,14.241354629709257,0.9141324736711096,0.9217303020053264,0.027268959496407195,36.67173293252185,0.8791323529411873,0.8714285714285711,228.23689138576782,216.19484910881533,0.9268112821931693,223.61045987376013,1220.808569636243,lev-tolstoi,18.0,4.0,7.0,131.0,6.0
voina-i-mir. Text/chapter209.xhtml,34.0,1243.0,739.0,565.0,194.0,742.0,265.0,671.0,8023.0,5453.0,1183.0,2307.0,280.0,14.87257654630637,47.76331621787894,6.677163515687852,21.16885413558226,6.677163515687852,82.01336898395722,1156.0,104.0,316.0,109.0,105.0,519.0,38.0,12.0,83.0,0.5945293644408689,20.960849227113915,14.821558627921055,0.9270225247356085,0.9329176044969775,0.023583181820289224,42.40309927728556,0.8868341708542753,0.8808333333333335,350.2654123890211,339.7601037135458,0.93607107922078,264.1694045174538,1345.1848023918678,lev-tolstoi,2.0,2.0,9.0,120.0,16.0
voina-i-mir. Text/chapter210.xhtml,130.0,2706.0,1125.0,1033.0,354.0,2204.0,785.0,1773.0,16675.0,13207.0,2705.0,5676.0,739.0,8.92173358348968,53.71158536585365,5.351494394223664,14.639449296297334,5.351494394223664,58.989811814202056,2353.0,653.0,563.0,238.0,255.0,1406.0,88.0,22.0,321.0,0.4157427937915743,21.62661885305979,15.292328845135412,0.888945551566023,0.9045446000381014,0.03235543198535881,30.90671144346059,0.8357922468950001,0.8351851851851853,139.99269991422506,132.80387380226645,0.8866635058032248,131.12156061908857,1195.4702062830665,lev-tolstoi,25.0,7.0,10.0,418.0,21.0
voina-i-mir. Text/chapter211.xhtml,54.0,1500.0,753.0,646.0,214.0,1211.0,492.0,933.0,9454.0,7566.0,1504.0,3177.0,367.0,12.482511111111112,43.432088888888885,8.327106666666666,17.65025462778772,8.327106666666666,70.84444444444445,1379.0,148.0,399.0,129.0,295.0,621.0,40.0,14.0,92.0,0.502,19.442376397961233,13.74783619337967,0.9057658428416921,0.9143561211510748,0.029669851862608506,33.704246473176774,0.8429634734665706,0.8486666666666668,145.90887898519503,145.20685845840137,0.9026158230178125,152.11067514544717,1220.2024071780245,lev-tolstoi,16.0,13.0,14.0,186.0,15.0
voina-i-mir. Text/chapter212.xhtml,78.0,1671.0,765.0,692.0,214.0,1347.0,476.0,1085.0,10425.0,8045.0,1694.0,3480.0,474.0,9.110180223726005,53.8216247755835,5.107832562261201,14.694297043471767,5.107832562261201,62.83540487041385,1430.0,408.0,275.0,125.0,171.0,837.0,60.0,10.0,164.0,0.4578096947935368,18.714283756453405,13.232996949237457,0.894719983215826,0.9049440535182639,0.03266546263087229,30.613373252974995,0.8410604192355076,0.8436363636363634,142.0653650030181,133.0037385899583,0.8971849344517154,151.44741126668836,1136.2105917826934,lev-tolstoi,56.0,21.0,20.0,212.0,14.0
voina-i-mir. Text/chapter213.xhtml,43.0,829.0,410.0,315.0,82.0,718.0,283.0,517.0,5062.0,3919.0,846.0,1679.0,289.0,7.641665778326367,60.04977263163801,3.961192821275283,12.259043541000521,3.961192821275283,57.27665722220664,694.0,165.0,100.0,78.0,112.0,389.0,41.0,3.0,51.0,0.4945717732207479,14.239888588767352,10.06912178445833,0.8952321532354967,0.8966731429197702,0.035897169529585604,27.85734956556459,0.8381794871794906,0.84,131.80816317039805,124.41463752991942,0.8873063920955824,136.3010325655282,927.6026027330328,lev-tolstoi,49.0,35.0,15.0,96.0,4.0
voina-i-mir. Text/chapter214.xhtml,38.0,734.0,358.0,258.0,69.0,618.0,231.0,456.0,4269.0,3342.0,743.0,1434.0,179.0,7.136589703140682,64.30839738993258,2.8806947511831353,11.963563698574832,2.8806947511831353,54.46565323390219,618.0,180.0,163.0,48.0,47.0,398.0,13.0,6.0,98.0,0.4877384196185286,13.214021122407564,9.343723942396663,0.89119117074777,0.890582177540287,0.03796942417383118,26.33698091974773,0.8028613138686138,0.802857142857143,84.19983156881617,85.40605822955945,0.8598459547430894,103.46576923076923,1068.665822343701,lev-tolstoi,18.0,,2.0,111.0,2.0
voina-i-mir. Text/chapter215.xhtml,34.0,1132.0,639.0,526.0,177.0,891.0,305.0,763.0,7489.0,5931.0,1157.0,2505.0,395.0,15.878269590521715,30.557505716067368,11.097639575971726,20.222332537413713,11.097639575971726,79.76054874246519,1022.0,184.0,298.0,79.0,141.0,546.0,47.0,13.0,76.0,0.5644876325088339,18.99230362997456,13.429586687108895,0.9186777807455647,0.9240239236026149,0.026629439692636404,37.55242361620252,0.8639889196675892,0.8645454545454544,230.6714135804753,191.3423529651976,0.9082680470022565,160.84070351758794,1355.144351915687,lev-tolstoi,17.0,17.0,14.0,145.0,6.0
voina-i-mir. Text/chapter216.xhtml,69.0,1450.0,764.0,620.0,176.0,1214.0,439.0,951.0,9193.0,7232.0,1477.0,3065.0,478.0,9.137791104447775,52.47719390304847,6.076854872563722,14.170196246121565,6.076854872563722,63.77311344327836,1263.0,212.0,354.0,108.0,181.0,683.0,54.0,10.0,119.0,0.526896551724138,20.063622940965605,14.187123836726762,0.9119765103390194,0.919947300165242,0.027843480923053276,35.915049657891025,0.863126338329763,0.8620689655172415,178.99564676616916,190.1712905656648,0.912697193681482,178.41796875,1312.6549748410437,lev-tolstoi,35.0,33.0,17.0,188.0,6.0
voina-i-mir. Text/chapter217.xhtml,96.0,1860.0,954.0,846.0,288.0,1479.0,530.0,1237.0,12234.0,9791.0,1869.0,4115.0,572.0,9.054018817204298,48.68432795698925,7.347192876344089,15.363327528659473,7.347192876344089,64.85887096774194,1698.0,213.0,637.0,191.0,184.0,1001.0,55.0,17.0,129.0,0.5129032258064516,22.120345327760027,15.641446183447277,0.9113126100244935,0.9216055429030537,0.027125566250578343,36.865589855794404,0.8569298729983497,0.8572972972972974,188.21668472372698,202.30368276961724,0.9096804941906669,163.8273476736473,1362.0591042724418,lev-tolstoi,24.0,9.0,11.0,243.0,5.0
voina-i-mir. Text/chapter218.xhtml,60.0,1090.0,573.0,422.0,133.0,873.0,353.0,653.0,6773.0,5124.0,1122.0,2177.0,359.0,6.891574923547402,63.18374617737004,3.4834931192660576,13.21312906062486,3.4834931192660576,56.882262996941904,942.0,99.0,283.0,112.0,91.0,541.0,48.0,5.0,91.0,0.5256880733944954,17.355669565160714,12.272311641558119,0.9080564167848735,0.9131882554445592,0.0302702249017266,33.03576379913056,0.8452833813640742,0.8352380952380953,173.05316091954023,138.65148006838035,0.9025101326107536,156.5563175943023,1160.296922213318,lev-tolstoi,39.0,18.0,20.0,120.0,8.0
voina-i-mir. Text/chapter219.xhtml,62.0,1342.0,744.0,563.0,191.0,993.0,394.0,790.0,8407.0,6294.0,1338.0,2665.0,417.0,8.51277582808519,59.347184510360066,4.390961035527134,15.567786880783592,4.390961035527134,63.59747127541945,1189.0,183.0,273.0,97.0,176.0,568.0,69.0,2.0,96.0,0.5543964232488823,20.309380564093246,14.360900718568603,0.9180946769316658,0.9250603717341404,0.026186638058389163,38.187414427551516,0.8732559938128412,0.8815384615384616,213.22239770599947,214.76289348710992,0.922505438758615,202.88861330326944,1307.3302650447934,lev-tolstoi,31.0,26.0,17.0,121.0,8.0
voina-i-mir. Text/chapter220.xhtml,74.0,1560.0,872.0,627.0,195.0,1189.0,452.0,932.0,9885.0,7442.0,1566.0,3071.0,472.0,8.110434857934859,61.117351004851,4.7366534996534995,14.401932726046795,4.7366534996534995,61.273388773388774,1435.0,195.0,398.0,136.0,159.0,728.0,58.0,12.0,86.0,0.558974358974359,22.077718202423934,15.611304254059638,0.9208899917178074,0.9290140406190538,0.024775108469917217,40.36309270711102,0.8753011250827266,0.8696774193548387,249.8116254973562,265.91480669296,0.9193395886547309,194.3144774688399,1392.2023248825453,lev-tolstoi,26.0,13.0,19.0,175.0,11.0
voina-i-mir. Text/chapter221.xhtml,32.0,1536.0,669.0,696.0,374.0,1106.0,466.0,1014.0,10119.0,8265.0,1520.0,3624.0,287.0,24.1534375,2.6365624999999966,16.108179687500005,30.275239866707427,16.108179687500005,93.3125,1466.0,207.0,262.0,279.0,176.0,726.0,36.0,10.0,49.0,0.435546875,17.069881645020274,12.070229065245615,0.8867166416510215,0.8962542529040788,0.0355522441158413,28.12761964453383,0.8442232683254817,0.8420000000000001,115.15805897956,143.37342063594838,0.8991732429291248,155.5455864889827,996.1194968692919,lev-tolstoi,21.0,,10.0,163.0,34.0
voina-i-mir. Text/chapter222.xhtml,50.0,1100.0,621.0,481.0,143.0,893.0,325.0,711.0,6999.0,5583.0,1096.0,2342.0,316.0,9.732363636363633,50.27663636363637,6.903345454545459,15.001747723928466,6.903345454545459,65.72727272727272,1019.0,175.0,284.0,70.0,218.0,461.0,42.0,17.0,62.0,0.5645454545454546,18.72385449827912,13.239764485683407,0.9183594127146631,0.9234331936210648,0.02684315895271825,37.25343957324128,0.8604567078972385,0.8654545454545454,223.85832187070153,209.91029403659613,0.9042070840568268,148.80600689315608,1284.8332363831682,lev-tolstoi,6.0,13.0,7.0,143.0,11.0
voina-i-mir. Text/chapter223.xhtml,59.0,1259.0,699.0,578.0,215.0,980.0,348.0,847.0,8264.0,6588.0,1272.0,2804.0,401.0,10.124401933199607,45.24174062007785,7.702439392307589,16.927268836806224,7.702439392307589,67.24843499683634,1185.0,188.0,334.0,120.0,191.0,576.0,43.0,32.0,55.0,0.5552025416997617,19.69991311270518,13.92994215077962,0.9175656666716474,0.9239611643692942,0.02659149971812794,37.60600231653277,0.8583636363636369,0.852,217.14865585142337,217.11197916666669,0.9174087398376787,173.58855765015343,1203.8433251918866,lev-tolstoi,10.0,9.0,6.0,172.0,10.0
voina-i-mir. Text/chapter224.xhtml,55.0,1099.0,600.0,463.0,163.0,861.0,330.0,694.0,7075.0,5571.0,1100.0,2323.0,347.0,8.631391182066341,53.822876582016704,6.297802638762512,15.270236529042512,6.297802638762512,62.111026553064775,977.0,112.0,356.0,57.0,122.0,547.0,44.0,6.0,51.0,0.545950864422202,18.09890932220285,12.797861513810055,0.9135657213108983,0.9187186408571768,0.028423000420042678,35.182773993657726,0.8776571428571424,0.8780952380952382,190.4820680376706,188.59052061378299,0.9203426405935731,213.5,1361.6407578015626,lev-tolstoi,47.0,24.0,17.0,126.0,9.0
voina-i-mir. Text/chapter225.xhtml,25.0,550.0,350.0,257.0,106.0,416.0,151.0,371.0,3635.0,2984.0,538.0,1278.0,106.0,11.15254545454545,38.58445454545455,9.094345454545454,18.25504984887435,9.094345454545454,68.72727272727272,525.0,70.0,147.0,67.0,88.0,250.0,8.0,9.0,22.0,0.6363636363636364,14.92405014489273,10.552897060221726,0.9283691002302342,0.9262706035114882,0.02613920414417329,38.25671181434615,0.8897005988023922,0.8963636363636365,227.9190674879131,264.3558818517887,0.9144162107851055,185.0183823529412,1229.649924773058,lev-tolstoi,2.0,1.0,1.0,82.0,7.0
voina-i-mir. Text/chapter226.xhtml,45.0,895.0,517.0,349.0,126.0,719.0,266.0,579.0,5577.0,4421.0,899.0,1880.0,240.0,8.489633767846062,54.73586902545004,5.461135009310986,14.844079897039899,5.461135009310986,58.88330229671011,790.0,127.0,228.0,91.0,128.0,442.0,12.0,11.0,79.0,0.5776536312849162,17.281404091517032,12.219798021536642,0.9192592207017374,0.9222234454799944,0.02735285223140807,36.559258666697446,0.8512293144208029,0.851764705882353,171.0784874175899,160.35467551608116,0.9078520055904088,164.50041118421052,1374.8581164489428,lev-tolstoi,25.0,1.0,11.0,108.0,11.0
voina-i-mir. Text/chapter227.xhtml,122.0,2458.0,1120.0,929.0,315.0,1992.0,878.0,1429.0,15196.0,11662.0,2519.0,4906.0,761.0,7.852596139737756,60.68770445117315,4.312003634835733,14.256408736212256,4.312003634835733,57.942496231775806,2164.0,259.0,574.0,217.0,313.0,1069.0,108.0,4.0,187.0,0.45565500406834825,22.590564502830603,15.973941350783626,0.8993199786621299,0.9130907079354673,0.029694024490248723,33.67680929637516,0.8441095890410995,0.8473469387755102,156.85167777086107,144.9132812792825,0.910300986128396,176.05253031716418,1253.2843907513159,lev-tolstoi,74.0,33.0,34.0,240.0,13.0
voina-i-mir. Text/chapter228.xhtml,51.0,1264.0,747.0,590.0,227.0,867.0,306.0,788.0,8421.0,6303.0,1239.0,2656.0,376.0,10.893554231819312,48.329316207495665,7.127806962025318,18.702488663267786,7.127806962025318,71.46152891536362,1153.0,122.0,393.0,110.0,111.0,609.0,39.0,15.0,91.0,0.5909810126582279,21.011016549793496,14.857032281981757,0.9263555452184761,0.932420945495893,0.023742894899494753,42.11786322742303,0.882386831275721,0.8816000000000002,301.33580830239623,269.30543853326776,0.9227665200250267,201.41710825132475,1457.2358894578213,lev-tolstoi,5.0,15.0,9.0,165.0,13.0
voina-i-mir. Text/chapter229.xhtml,14.0,976.0,506.0,466.0,226.0,694.0,251.0,669.0,6583.0,5380.0,953.0,2367.0,194.0,35.27399590163934,-29.548387002341926,23.021824355971894,35.572141988182125,23.021824355971894,117.46018735362998,919.0,144.0,211.0,149.0,133.0,464.0,26.0,5.0,57.0,0.5184426229508197,16.196665311511342,11.452771874378593,0.9045646128124095,0.9084078932301914,0.031924063961066645,31.324332679559888,0.8588781014023729,0.862105263157895,191.66376811594202,200.93772309097864,0.9048838936405701,154.1302235179786,939.5413712666744,lev-tolstoi,,,26.0,107.0,35.0
voina-i-mir. Text/chapter230.xhtml,18.0,904.0,449.0,394.0,202.0,641.0,277.0,566.0,5910.0,4703.0,891.0,2085.0,186.0,24.85572517207473,2.930513765978361,15.61456784660767,29.667498581450502,15.61456784660767,93.8062930186824,847.0,91.0,180.0,146.0,130.0,389.0,23.0,9.0,55.0,0.49668141592920356,14.933517862587248,10.559591747605879,0.8971905367979428,0.8999099304804028,0.034777945039324104,28.75385532035548,0.8215438596491217,0.82,126.89731272859333,107.84990653058985,0.8975767046366494,150.72230428360413,968.8464418127286,lev-tolstoi,2.0,,,88.0,9.0
voina-i-mir. Text/chapter231.xhtml,49.0,1017.0,638.0,420.0,118.0,652.0,222.0,548.0,6309.0,4186.0,976.0,1769.0,296.0,6.277836774827925,75.31364266650614,0.5481384724981453,13.769930385972021,0.5481384724981453,62.053037144061165,930.0,102.0,236.0,76.0,105.0,406.0,29.0,4.0,62.0,0.6273352999016716,20.005997134291167,14.146376238055923,0.9326642292686528,0.936687662692535,0.02239061669354085,44.661565766005715,0.8888636363636392,0.8850000000000001,374.0032791664871,346.16911417787213,0.939276323432031,268.66146645865837,1400.4896116530742,lev-tolstoi,15.0,10.0,9.0,119.0,10.0
voina-i-mir. Text/chapter232.xhtml,29.0,883.0,526.0,383.0,134.0,705.0,229.0,610.0,5771.0,4601.0,887.0,1965.0,266.0,14.57484203538095,33.50762076775882,10.119382375912835,19.05475802493173,10.119382375912835,73.82313429921506,839.0,117.0,249.0,81.0,158.0,388.0,27.0,15.0,39.0,0.5956964892412231,17.7013093679785,12.516715889978554,0.923632735782721,0.9264733556475898,0.025922702948664163,38.57622416845738,0.8531894484412451,0.8541176470588236,213.6564910025707,184.11495960627727,0.9005901475655155,133.90749656121045,1313.1994322727126,lev-tolstoi,3.0,2.0,1.0,111.0,7.0
voina-i-mir. Text/chapter233.xhtml,87.0,2212.0,1072.0,1009.0,352.0,1723.0,560.0,1515.0,14555.0,11554.0,2233.0,4888.0,699.0,11.999674710565149,40.975254827378365,8.7898220365405,17.83363964660946,8.7898220365405,71.04011556608675,2078.0,233.0,636.0,221.0,350.0,966.0,77.0,43.0,102.0,0.484629294755877,22.79303849815334,16.117112085890266,0.9059460247095641,0.9181916933888584,0.02811958671246616,35.562400337721655,0.8830420711974286,0.8804545454545455,246.87442378610888,246.898698187241,0.9176822309923519,192.0193168433451,1294.4439174953832,lev-tolstoi,15.0,17.0,6.0,336.0,25.0
voina-i-mir. Text/chapter234.xhtml,19.0,555.0,327.0,226.0,71.0,456.0,166.0,361.0,3421.0,2710.0,547.0,1146.0,159.0,12.796671408250354,44.762937411095294,7.72039947842579,17.14075773627372,7.72039947842579,69.9312470365102,511.0,53.0,172.0,45.0,96.0,240.0,19.0,8.0,42.0,0.5891891891891892,13.88037697128089,9.81490868181831,0.9162825427622645,0.9133942784758514,0.030506020221818708,32.780414905933014,0.8742292490118563,0.8690909090909091,162.20159134469887,173.63456826327794,0.8978453627566836,156.3936927772126,1135.928867697614,lev-tolstoi,2.0,,2.0,84.0,8.0
voina-i-mir. Text/chapter235.xhtml,24.0,1014.0,503.0,454.0,189.0,771.0,292.0,668.0,6514.0,5297.0,1006.0,2268.0,205.0,20.44031065088757,17.485147928994053,13.512525394477322,24.860426235758226,13.512525394477322,87.0231755424063,980.0,96.0,199.0,133.0,215.0,360.0,20.0,12.0,34.0,0.4960552268244576,15.796068469486391,11.169507130860838,0.8987138637304193,0.9029726018826485,0.03369423067370122,29.678671392859933,0.8302797927461156,0.8309999999999998,116.60217247463609,116.59238226789219,0.8910589182740564,131.62250128139416,969.25454574593,lev-tolstoi,,,1.0,139.0,12.0
voina-i-mir. Text/chapter236.xhtml,49.0,1535.0,835.0,714.0,317.0,1054.0,395.0,976.0,10129.0,7898.0,1510.0,3384.0,389.0,14.853289902280128,33.616438542843866,9.956525061490396,22.5374668040957,9.956525061490396,77.84118859270093,1423.0,163.0,386.0,195.0,239.0,670.0,45.0,23.0,92.0,0.5439739413680782,21.31239641716401,15.070140029912551,0.9170078751856189,0.9252336885612836,0.026048117302038168,38.390490506649925,0.8625033647375505,0.8599999999999998,212.12450111099068,192.32656046327463,0.9146075591811716,172.35324257063388,1336.8846719316716,lev-tolstoi,14.0,6.0,5.0,195.0,14.0
voina-i-mir. Text/chapter237.xhtml,38.0,1246.0,726.0,596.0,236.0,896.0,329.0,803.0,8409.0,6538.0,1234.0,2779.0,356.0,15.758302779420465,30.16542578356004,11.004863098758129,22.082975287055536,11.004863098758129,80.62253949480443,1154.0,108.0,383.0,147.0,162.0,603.0,52.0,19.0,64.0,0.5826645264847512,20.56731499802367,14.543287905902321,0.9242190100604271,0.9302572292307321,0.024480874898309492,40.84821331565459,0.8874853801169601,0.8874999999999998,259.7884325706977,259.52375774181576,0.9204655140774061,199.18721109399075,1321.9682933685924,lev-tolstoi,14.0,14.0,6.0,165.0,19.0
voina-i-mir. Text/chapter238.xhtml,90.0,1485.0,852.0,682.0,235.0,1182.0,394.0,1023.0,9847.0,7922.0,1495.0,3344.0,423.0,7.933518518518522,50.04870370370372,6.983347643097645,14.336361017106881,6.983347643097645,62.425925925925924,1415.0,201.0,411.0,124.0,279.0,649.0,49.0,22.0,55.0,0.5737373737373738,22.109370014187252,15.63368546479432,0.9239257034260903,0.9314517378387722,0.023985137963674796,41.692484800983344,0.8854456824512622,0.8875862068965518,292.44454890373703,305.7768695850433,0.9243916776540617,191.5962441314554,1337.777692332947,lev-tolstoi,13.0,2.0,3.0,238.0,20.0
voina-i-mir. Text/chapter239.xhtml,43.0,905.0,534.0,411.0,137.0,715.0,222.0,630.0,5936.0,4760.0,903.0,2010.0,250.0,9.936050366182702,45.99276692791983,7.78907137350636,15.831017445903386,7.78907137350636,66.46087626879095,834.0,121.0,284.0,92.0,121.0,467.0,15.0,15.0,60.0,0.5900552486187846,17.75076062489805,12.551683209084567,0.922511141909792,0.9255981276207262,0.02620834232218369,38.15578977513446,0.8807476635514009,0.8744444444444447,223.34254853045996,247.14655932498795,0.9134916998803612,176.69978401727863,1338.0087638098123,lev-tolstoi,10.0,1.0,,139.0,10.0
voina-i-mir. Text/chapter240.xhtml,39.0,1526.0,879.0,641.0,194.0,779.0,289.0,684.0,9688.0,5464.0,1470.0,2355.0,363.0,13.848547904694694,63.218988641328096,2.3500355882649444,19.76866485312187,2.3500355882649444,81.1334475921632,1457.0,176.0,284.0,118.0,156.0,524.0,21.0,7.0,62.0,0.5760157273918742,22.50150715790961,15.910968298275524,0.9247490011509975,0.9324412436588797,0.02363741473699903,42.30581098341207,0.8404062288422479,0.838,179.928781764338,176.23196680560943,0.9337998013017866,246.10300338409476,1399.1722175254895,lev-tolstoi,7.0,,2.0,116.0,14.0
voina-i-mir. Text/chapter241.xhtml,28.0,853.0,474.0,400.0,171.0,649.0,243.0,577.0,5618.0,4583.0,846.0,1978.0,182.0,15.265284290738567,27.867067492882256,11.1389718849439,21.89881984390527,11.1389718849439,77.35760341651314,814.0,139.0,145.0,129.0,191.0,335.0,22.0,9.0,31.0,0.5556858147713951,16.22945089033025,11.47595477948657,0.9129392265849836,0.9152945784894116,0.029703953391620862,33.66555242044274,0.8209452736318434,0.8247058823529412,124.97335061825629,116.30693956924944,0.9002746815253724,142.7250589159466,1085.3670631042232,lev-tolstoi,3.0,5.0,3.0,98.0,10.0
voina-i-mir. Text/chapter243.xhtml,23.0,999.0,523.0,532.0,308.0,661.0,243.0,726.0,7130.0,5948.0,984.0,2627.0,194.0,23.88933977455716,-7.670958132045087,18.415208273490883,32.40343406274168,18.415208273490883,96.6880358619489,892.0,155.0,172.0,160.0,189.0,472.0,88.0,5.0,75.0,0.5235235235235235,16.5469877259519,11.700487229231157,0.9062984954114349,0.9104328827585226,0.031238359341166585,32.011924476525834,0.8453052631578916,0.848421052631579,136.71142511914846,152.45343951715645,0.9168596250064828,194.34736842105264,956.5687502086516,lev-tolstoi,32.0,,6.0,35.0,8.0
voina-i-mir. Text/chapter244.xhtml,34.0,1028.0,559.0,516.0,238.0,740.0,282.0,696.0,7121.0,5860.0,1023.0,2513.0,225.0,16.07052758068208,20.611510643167748,13.125435797665368,23.441494180577696,13.125435797665368,80.42984664682993,944.0,141.0,200.0,145.0,144.0,459.0,81.0,13.0,75.0,0.5437743190661478,17.434730980372958,12.328216504384903,0.9121573998675074,0.9166129625858574,0.029164276539998035,34.28852413426153,0.8506435137895789,0.8479999999999999,159.0952380952381,137.3707276246111,0.9108949587014082,167.4208690136378,1052.315094434078,lev-tolstoi,9.0,,4.0,60.0,15.0
voina-i-mir. Text/chapter245.xhtml,38.0,878.0,480.0,409.0,151.0,677.0,248.0,580.0,5684.0,4553.0,874.0,1942.0,204.0,10.878048195659996,43.8662672341446,7.903190324901097,17.674046073475868,7.903190324901097,69.6884066658674,822.0,122.0,220.0,83.0,114.0,400.0,17.0,4.0,49.0,0.5466970387243736,16.199215369507847,11.454575037680344,0.9109041049292441,0.9135625527422669,0.030268748451644137,33.0373752187855,0.8434740651387207,0.8564705882352942,171.42196044160602,141.85821505556953,0.9130057780911361,192.2131802296555,1121.331244154706,lev-tolstoi,4.0,3.0,2.0,123.0,11.0
voina-i-mir. Text/chapter246.xhtml,56.0,1119.0,663.0,542.0,190.0,861.0,283.0,768.0,7420.0,5957.0,1115.0,2518.0,290.0,9.627880920464701,45.61978711860078,7.890120651410697,16.335148799706175,7.890120651410697,68.41824652112857,1049.0,160.0,292.0,136.0,155.0,544.0,28.0,8.0,51.0,0.5924932975871313,19.819764284679778,14.014689727216014,0.9254413818834955,0.9304920979030741,0.024454828901732322,40.89171934174368,0.8830841121495338,0.8818181818181821,262.1640840872366,316.52817181098914,0.9206300563915846,187.84414414414414,1321.1597041622852,lev-tolstoi,17.0,2.0,3.0,148.0,11.0
voina-i-mir. Text/chapter247.xhtml,24.0,850.0,501.0,410.0,178.0,612.0,229.0,561.0,5599.0,4468.0,845.0,1939.0,191.0,17.41675490196079,23.69462745098039,11.799880882352944,24.127607162396075,11.799880882352944,83.65196078431373,798.0,85.0,183.0,114.0,141.0,351.0,20.0,5.0,46.0,0.5894117647058823,17.184158231279387,12.151034814320282,0.9216290992620432,0.9240676361427955,0.026753053327409394,37.3789110260348,0.8543820224719091,0.8541176470588238,217.0383234976785,185.43178412874585,0.8984314632648228,142.7314082278481,1334.2171652571458,lev-tolstoi,6.0,,9.0,101.0,6.0
