,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
2322 fedor-dostoevskii idiot,29.0,503.0,299.0,194.0,75.0,393.0,155.0,313.0,3098.0,2449.0,508.0,1048.0,137.0,7.118508260780146,59.06843387948172,4.430437375745527,14.268067670251893,4.3038324878316345,55.913416055391785,130.0,460.0,82.0,35.0,238.0,45.0,63.0,5.0,3.0,4.0,1.0,42.0,1.0,,0.5944333996023857,13.331751065824523,9.426971583735503,0.9163830790188975,0.9121372995094492,0.03095125550925992,32.30886707328633,0.8455506607929504,0.8380000000000001,133.6669098599997,118.26479285352413,0.8881198487141231,129.62320328542094,1106.5326404544144,fedor-dostoevskii
2323 fedor-dostoevskii idiot,28.0,500.0,292.0,181.0,71.0,396.0,169.0,298.0,3073.0,2428.0,503.0,1027.0,139.0,7.1541999999999994,60.17531428571428,4.417999999999999,14.128588098852203,4.3674885714285665,54.057142857142864,124.0,445.0,49.0,55.0,230.0,36.0,39.0,12.0,5.0,,2.0,49.0,5.0,1.0,0.584,13.05863698859877,9.233850767691667,0.913453223817852,0.9088268455701419,0.03206659430935009,31.18510155312678,0.8180487804878047,0.818,105.4648786906263,110.39169099756691,0.8813851775520474,128.74097007223943,1158.9694724501726,fedor-dostoevskii
2324 fedor-dostoevskii idiot,34.0,497.0,313.0,203.0,70.0,399.0,150.0,319.0,3141.0,2517.0,502.0,1058.0,121.0,6.112687300272221,59.892823411054565,5.1297585513078445,12.735818854137879,4.763308350100608,55.46271748135874,131.0,457.0,68.0,52.0,244.0,46.0,68.0,10.0,1.0,3.0,3.0,38.0,2.0,,0.6297786720321932,14.03996881570883,9.927757157235376,0.9255246628279655,0.9219735942650295,0.02762073199345162,36.204688573680166,0.8703571428571397,0.8688888888888889,161.00199919238494,180.80666773222515,0.8962281614675137,141.83659378596087,1278.7265904144442,fedor-dostoevskii
2325 fedor-dostoevskii idiot,25.0,528.0,349.0,241.0,97.0,399.0,148.0,348.0,3495.0,2855.0,532.0,1204.0,106.0,10.40501212121212,42.33278787878788,7.752386363636369,17.465053258603607,8.733213030303027,66.7639393939394,148.0,507.0,71.0,41.0,247.0,55.0,73.0,14.0,1.0,9.0,10.0,20.0,1.0,,0.6609848484848485,15.188275482134637,10.739732587946781,0.933957887585822,0.931785197688414,0.024256699318840516,41.225724359920896,0.8833402922755708,0.8780000000000001,264.0,260.94810636459044,0.908006308574465,159.7336394948335,1338.3087872736623,fedor-dostoevskii
2326 fedor-dostoevskii idiot,17.0,502.0,328.0,203.0,73.0,404.0,166.0,311.0,3189.0,2558.0,509.0,1073.0,121.0,13.482798218889148,39.986007733770776,6.5106374501992015,18.370862425115256,9.141565737051799,69.96765877665808,161.0,459.0,30.0,31.0,222.0,55.0,62.0,11.0,4.0,1.0,7.0,35.0,3.0,5.0,0.6533864541832669,14.639356439820418,10.351588210803973,0.931562328640504,0.9286448957859501,0.025340680995486295,39.46223861064038,0.8950110375275926,0.8880000000000001,258.6127739810733,240.69364543114543,0.9096806809527767,172.02599179206567,1476.3846987059433,fedor-dostoevskii
2327 fedor-dostoevskii idiot,35.0,471.0,287.0,184.0,58.0,390.0,171.0,277.0,2943.0,2261.0,511.0,950.0,167.0,4.727991507430996,68.11990749165908,3.4714861995753736,11.431222630782187,2.785386745526239,52.52296026690931,90.0,399.0,35.0,27.0,173.0,67.0,34.0,26.0,6.0,1.0,,21.0,26.0,25.0,0.6093418259023354,13.224261946663422,9.35096529867292,0.9195146548157809,0.914657742987197,0.03011025651522824,33.21127468622696,0.8754502369668233,0.8644444444444446,183.5568076745261,172.98604991007196,0.9038501699226215,167.95902883156296,1080.5028173887229,fedor-dostoevskii
2328 fedor-dostoevskii idiot,33.0,514.0,324.0,214.0,80.0,408.0,177.0,311.0,3284.0,2584.0,548.0,1090.0,145.0,6.522665959202925,59.13709880910271,5.072723735408559,13.815657751569061,4.799505836575875,57.209998820893766,113.0,460.0,62.0,46.0,231.0,56.0,48.0,23.0,8.0,2.0,1.0,31.0,10.0,13.0,0.6303501945525292,14.29102736107588,10.105282357139245,0.9260712521744148,0.9229882726779731,0.02727028903771453,36.66994503127599,0.8615913978494605,0.858,198.46321331370189,172.0296875,0.9058877301706851,163.37174721189592,1254.7886436492422,fedor-dostoevskii
2329 fedor-dostoevskii idiot,25.0,500.0,349.0,227.0,97.0,381.0,140.0,338.0,3340.0,2696.0,518.0,1146.0,126.0,9.941600000000001,43.085800000000006,7.5760000000000005,17.465053258603607,8.323920000000001,65.4,109.0,460.0,74.0,51.0,244.0,29.0,55.0,10.0,9.0,2.0,4.0,29.0,7.0,4.0,0.698,15.60775448294853,11.036349033987644,0.9421466051397438,0.9399776692760494,0.02143536044020944,46.651886390683394,0.919467849223944,0.914,322.6693991819218,394.38630417472416,0.9239366532369526,210.01683501683502,1682.0366634165543,fedor-dostoevskii
2330 fedor-dostoevskii idiot,41.0,508.0,321.0,195.0,73.0,407.0,173.0,307.0,3234.0,2478.0,562.0,1068.0,187.0,4.828463606683311,64.37571442289227,3.673937007874013,11.847186518661879,2.97144766660265,50.776070674092566,99.0,427.0,86.0,27.0,253.0,39.0,40.0,28.0,3.0,2.0,6.0,30.0,31.0,20.0,0.6318897637795275,14.242071976128628,10.070665672467445,0.9263234585784899,0.9231161634714095,0.027228474622368368,36.726258590280835,0.8698910675381233,0.8600000000000001,208.85203997826716,189.78311156825842,0.9114860016921457,183.70613409415122,1240.8317880616257,fedor-dostoevskii
2331 fedor-dostoevskii idiot,39.0,475.0,292.0,193.0,66.0,386.0,155.0,297.0,3066.0,2403.0,501.0,1002.0,152.0,4.777106612685561,64.22229824561403,4.620526315789476,11.551344403021897,4.0453566801619445,52.81106612685559,89.0,398.0,76.0,28.0,225.0,53.0,55.0,19.0,4.0,2.0,2.0,29.0,27.0,21.0,0.6147368421052631,13.397878858040807,9.473730994036533,0.9210553059130056,0.9164770743366587,0.02949336218501989,33.905934281982766,0.861924882629106,0.8733333333333333,172.22968980745748,140.06616191030867,0.9112003930708086,183.94607843137254,1100.8373718457196,fedor-dostoevskii
2332 fedor-dostoevskii idiot,31.0,461.0,303.0,206.0,87.0,351.0,136.0,302.0,3124.0,2455.0,509.0,1036.0,159.0,7.101980267301098,52.44070288993072,6.6060086767895925,14.861113961285747,6.468182807361281,59.55643411937584,106.0,417.0,83.0,37.0,228.0,33.0,60.0,16.0,3.0,1.0,6.0,36.0,5.0,3.0,0.6572668112798264,14.112116914828457,9.978773567372581,0.9315770418705387,0.9276562287116225,0.02568717736937841,38.92992934257138,0.8942718446601936,0.8955555555555557,249.34764816007822,229.25840953400885,0.9167357804850871,192.78181818181818,1301.7764199888115,fedor-dostoevskii
2333 fedor-dostoevskii idiot,32.0,468.0,279.0,198.0,82.0,373.0,157.0,298.0,3073.0,2399.0,505.0,1036.0,166.0,6.736079059829063,54.78061965811969,5.470213675213678,14.20275149926685,5.151500534188038,56.93269230769231,103.0,430.0,59.0,37.0,220.0,39.0,52.0,23.0,2.0,,2.0,14.0,15.0,9.0,0.5961538461538461,12.896779562236576,9.119400283925557,0.9158722970988203,0.9105263970135808,0.03150560192962287,31.740387066204836,0.8843914081145557,0.8777777777777778,185.75298669562858,188.0293266448003,0.9015536007924663,154.34745762711864,955.1264012918982,fedor-dostoevskii
2334 fedor-dostoevskii idiot,27.0,480.0,315.0,201.0,68.0,386.0,127.0,327.0,3089.0,2427.0,502.0,1054.0,159.0,8.150694444444444,51.75430555555556,5.5106250000000045,14.080770417853701,5.5987916666666635,59.65277777777778,90.0,434.0,88.0,44.0,239.0,24.0,43.0,24.0,,4.0,3.0,33.0,9.0,4.0,0.65625,14.377717134510611,10.16658128379447,0.931773881053299,0.9283518651813111,0.025445721927461157,39.29933695144231,0.8583758700696064,0.8755555555555556,255.18147677600982,199.78608948681128,0.9190258863994374,195.17826825127335,1224.044912714942,fedor-dostoevskii
2335 fedor-dostoevskii idiot,24.0,506.0,336.0,231.0,84.0,391.0,120.0,355.0,3321.0,2699.0,513.0,1143.0,106.0,10.230754281949931,43.66718050065876,7.346877470355729,16.59028415717215,8.264665513833997,66.73550724637681,119.0,476.0,119.0,52.0,279.0,35.0,71.0,7.0,,2.0,8.0,29.0,1.0,,0.6640316205533597,14.937021942339404,10.56206950616045,0.9342450657451739,0.931627136260353,0.02431629964580172,41.124678284372635,0.9028446389496709,0.9059999999999999,279.4806749413452,333.86981727949467,0.9099991775684273,169.9002659574468,1514.3242894302873,fedor-dostoevskii
2336 fedor-dostoevskii idiot,25.0,488.0,318.0,188.0,68.0,383.0,148.0,303.0,3046.0,2353.0,515.0,1002.0,148.0,7.963734426229507,58.056950819672124,4.396434426229508,14.631204339834209,4.6193354098360615,58.04459016393443,107.0,450.0,92.0,36.0,234.0,45.0,61.0,10.0,3.0,4.0,,21.0,10.0,7.0,0.6516393442622951,14.395183620760445,10.17893195466523,0.9308170916997165,0.9275067245181688,0.025733669917946952,38.85959535458985,0.8651936218678807,0.8644444444444446,180.9289219896134,182.9749353351327,0.903564261025157,159.5006711409396,1424.862505661437,fedor-dostoevskii
2337 fedor-dostoevskii idiot,31.0,482.0,296.0,202.0,76.0,379.0,148.0,307.0,3047.0,2407.0,509.0,1023.0,128.0,6.522278142149645,59.06545777004416,4.884730290456432,13.893148998459434,4.582359925043498,57.45710078972025,117.0,443.0,42.0,47.0,216.0,33.0,59.0,15.0,3.0,1.0,3.0,21.0,12.0,6.0,0.6141078838174274,13.482430552758597,9.533518070732297,0.9210765505926773,0.9167010782084177,0.02941560408092137,33.99556226175171,0.8740415704387982,0.8688888888888889,184.76685616336027,208.02518974381803,0.9001154144989936,150.54675324675324,1150.9882946647817,fedor-dostoevskii
2338 fedor-dostoevskii idiot,36.0,458.0,296.0,216.0,89.0,346.0,146.0,289.0,3155.0,2456.0,516.0,1033.0,181.0,6.108736050460941,54.74305434255217,6.412358078602626,13.951212976651437,6.097491630276565,59.883794274623966,100.0,390.0,55.0,22.0,197.0,65.0,35.0,31.0,9.0,3.0,1.0,37.0,15.0,16.0,0.6462882096069869,13.831171680073535,9.78011528673533,0.928754847431391,0.9244772338532675,0.026775180165085153,37.34802133298062,0.8747677261613686,0.8644444444444443,184.8201530322639,196.18352362487434,0.9147756802888964,185.22654867256637,1125.1659735559217,fedor-dostoevskii
2339 fedor-dostoevskii idiot,31.0,495.0,312.0,204.0,91.0,382.0,160.0,313.0,3224.0,2533.0,523.0,1090.0,160.0,7.308941023134572,53.73552134245685,5.622525252525257,15.197773178195682,5.472446562398176,57.17986314760508,100.0,426.0,46.0,49.0,209.0,74.0,38.0,23.0,10.0,2.0,1.0,31.0,20.0,18.0,0.6303030303030303,14.023357139235435,9.91601092815416,0.9256103992546079,0.9220159036929905,0.02760686455100469,36.22287486333203,0.8921076233183824,0.8844444444444446,247.5,256.65396698463474,0.9189597481212218,211.1658031088083,1167.6622528712135,fedor-dostoevskii
2340 fedor-dostoevskii idiot,25.0,514.0,359.0,247.0,100.0,387.0,140.0,347.0,3531.0,2886.0,517.0,1187.0,128.0,10.342571206225681,41.315754863813225,8.84898832684825,17.732307541720903,9.875640311284052,68.6144747081712,162.0,478.0,50.0,52.0,246.0,59.0,63.0,11.0,1.0,5.0,7.0,35.0,1.0,,0.6984435797665369,15.834811180945188,11.196902364854905,0.9425043191016469,0.9406251463193712,0.021208581000416525,47.150726396092246,0.8861505376344077,0.8860000000000001,322.38890368423677,398.85951188986235,0.9102146029676913,160.78170731707317,2027.574499415217,fedor-dostoevskii
2341 fedor-dostoevskii idiot,23.0,486.0,290.0,194.0,64.0,381.0,161.0,284.0,3075.0,2371.0,519.0,981.0,166.0,8.499098228663446,58.052471819645746,4.845925925925929,14.798063984955716,5.427128108785112,61.048130255859725,116.0,429.0,22.0,35.0,185.0,67.0,44.0,28.0,3.0,2.0,2.0,9.0,27.0,21.0,0.5967078189300411,13.15466713716892,9.30175433694397,0.9165356792324889,0.9118130440727463,0.031066475846553285,32.18903891575286,0.8509839816933634,0.8733333333333333,147.46796502919034,107.23122488038277,0.8989407276228458,157.7710843373494,1113.0350258372355,fedor-dostoevskii
2342 fedor-dostoevskii idiot,19.0,498.0,340.0,226.0,101.0,363.0,132.0,332.0,3354.0,2680.0,513.0,1139.0,143.0,12.949342633692662,35.303685267385305,7.933052208835342,20.434160517421365,10.000406045233568,71.59205242020715,106.0,474.0,81.0,43.0,208.0,74.0,53.0,24.0,2.0,8.0,3.0,19.0,1.0,4.0,0.6827309236947792,15.235764308239508,10.773312258916125,0.9385478931695619,0.936081647070419,0.022783419213274002,43.89156827774925,0.887795100222716,0.8755555555555554,278.6714026863742,266.8234291516573,0.9176742130784024,174.54583921015515,1432.9030883410999,fedor-dostoevskii
2343 fedor-dostoevskii idiot,20.0,498.0,341.0,237.0,111.0,354.0,134.0,331.0,3408.0,2740.0,500.0,1167.0,154.0,12.717626506024093,33.62825301204819,8.525421686746988,20.87837727716684,10.3870202811245,72.49036144578312,137.0,473.0,72.0,54.0,249.0,59.0,42.0,19.0,3.0,4.0,7.0,16.0,4.0,5.0,0.6847389558232931,15.28057537973433,10.80499847144235,0.9390207717379588,0.9365893078459403,0.0226080990946247,44.23193634345667,0.9106013363028933,0.911111111111111,295.80065291929094,256.1722362280749,0.9213330079333275,197.05891719745222,1437.1175091891614,fedor-dostoevskii
2344 fedor-dostoevskii idiot,20.0,513.0,337.0,226.0,118.0,357.0,138.0,337.0,3386.0,2738.0,525.0,1171.0,122.0,12.641852826510721,36.30267056530215,7.660253411306044,21.525087892718858,9.56589712475634,69.70458089668617,125.0,468.0,79.0,54.0,261.0,54.0,47.0,13.0,4.0,10.0,7.0,27.0,15.0,3.0,0.6569200779727096,14.878913477697326,10.520980616767696,0.9326643684920456,0.9300797994714805,0.024846020461986987,40.247894085491225,0.8948706896551717,0.8960000000000001,224.50529285773126,233.46605182257355,0.9185552929112194,196.8935532233883,1323.637031945916,fedor-dostoevskii
2345 fedor-dostoevskii idiot,25.0,492.0,327.0,214.0,86.0,384.0,147.0,323.0,3200.0,2586.0,502.0,1092.0,112.0,9.255639024390245,47.85831707317075,6.800081300813009,16.447897426194615,7.383410731707315,63.17593495934959,115.0,446.0,56.0,54.0,220.0,58.0,52.0,19.0,3.0,9.0,5.0,33.0,7.0,6.0,0.6646341463414634,14.742298526812517,10.424379258585581,0.9340937406934852,0.9311517249817496,0.024482583090977936,40.845363264324405,0.8687133182844217,0.8644444444444445,266.0754885251151,219.34098302478264,0.9096877710979836,163.66666666666666,1491.9874383134354,fedor-dostoevskii
2346 fedor-dostoevskii idiot,19.0,461.0,279.0,201.0,74.0,361.0,150.0,285.0,3030.0,2373.0,499.0,994.0,151.0,11.039077520264872,45.70634376070328,6.53876355748374,17.49809445183055,7.989199737412946,67.86402557369563,93.0,417.0,41.0,39.0,180.0,59.0,45.0,19.0,1.0,2.0,3.0,8.0,21.0,15.0,0.6052060737527115,12.994325476030163,9.18837566104604,0.9181226690890054,0.9128071513795808,0.030738184655252715,32.53282557885585,0.848300970873785,0.86,155.6813667063965,122.72881107764391,0.8885159104279647,140.25132275132276,1126.0190275510784,fedor-dostoevskii
2347 fedor-dostoevskii idiot,21.0,494.0,258.0,200.0,79.0,387.0,189.0,277.0,3004.0,2378.0,500.0,1005.0,126.0,9.787881241565454,53.98582899556585,4.65785425101215,17.19797502969513,5.6925986119143985,64.0096394833237,75.0,406.0,28.0,43.0,143.0,114.0,22.0,35.0,14.0,6.0,1.0,9.0,37.0,42.0,0.5222672064777328,11.607968783178867,8.208073442387533,0.8952725171075188,0.8883598268744929,0.038878284576812076,25.72129945765209,0.7831460674157298,0.7888888888888889,73.43680148944458,70.15064394050518,0.8453457395831938,91.00971599402092,952.0295244141112,fedor-dostoevskii
2348 fedor-dostoevskii idiot,22.0,483.0,289.0,203.0,84.0,375.0,156.0,303.0,3117.0,2461.0,506.0,1032.0,147.0,9.76524280067758,49.88166854884247,6.099606625258801,17.325763369530158,7.014440476190472,63.98353096179183,101.0,426.0,34.0,56.0,195.0,77.0,46.0,17.0,4.0,1.0,4.0,21.0,26.0,10.0,0.598343685300207,13.149955325086083,9.29842258266852,0.9168950515308735,0.912120662751578,0.03096370547576953,32.29587624073431,0.8293548387096775,0.8333333333333333,130.98440261339903,106.91875692904657,0.9050556958499035,170.67888563049854,1020.6062115620881,fedor-dostoevskii
2349 fedor-dostoevskii idiot,28.0,471.0,267.0,202.0,84.0,362.0,165.0,281.0,3104.0,2430.0,501.0,1017.0,164.0,7.4149203821656045,55.197079162875355,5.96511677282378,15.363327528659473,5.97522600090992,59.70890203215045,94.0,401.0,30.0,50.0,200.0,57.0,32.0,18.0,14.0,,1.0,11.0,35.0,24.0,0.5668789808917197,12.30271059149524,8.699330086221845,0.9077786316197961,0.9015929447149937,0.03450080324259765,28.984832410084714,0.8385781990521319,0.8377777777777777,118.86084905660377,120.51549303244454,0.8737495858736382,121.76567656765677,1081.3584578839623,fedor-dostoevskii
2350 fedor-dostoevskii idiot,26.0,496.0,287.0,196.0,75.0,402.0,171.0,306.0,3163.0,2471.0,533.0,1051.0,155.0,8.226039081885855,54.68600806451613,5.235524193548386,15.065953055129276,5.4974882133995,58.593052109181144,111.0,427.0,29.0,50.0,221.0,63.0,45.0,28.0,3.0,1.0,,14.0,30.0,25.0,0.5786290322580645,12.8866804204211,9.112259112263668,0.9118525709788592,0.9069391845231547,0.03270192106663403,30.579243279389672,0.8477852348993278,0.8422222222222222,142.50077439339185,157.25886326462694,0.890482353136297,143.915592028136,1031.4709882035825,fedor-dostoevskii
2351 fedor-dostoevskii idiot,21.0,474.0,293.0,214.0,77.0,382.0,151.0,308.0,3147.0,2486.0,499.0,1054.0,158.0,10.70248945147679,43.85205846895718,6.965358649789028,16.97952056812793,8.123268836648577,67.71910789632308,131.0,418.0,41.0,33.0,209.0,66.0,44.0,14.0,4.0,5.0,1.0,17.0,28.0,11.0,0.6181434599156118,13.457935716716523,9.516197606062892,0.9219252514058127,0.9174072323880375,0.02917833191868214,34.27200714512832,0.8836705882352938,0.8933333333333332,201.21929924739186,190.11343559904788,0.9071651358996957,177.93809523809523,1120.0043630150099,fedor-dostoevskii
2352 fedor-dostoevskii idiot,22.0,500.0,247.0,196.0,100.0,376.0,191.0,285.0,3168.0,2512.0,504.0,1077.0,149.0,10.270563636363637,47.83414545454548,5.762000000000004,18.89940317357555,6.785239999999995,61.92727272727273,115.0,423.0,23.0,38.0,220.0,40.0,25.0,30.0,4.0,1.0,,31.0,39.0,7.0,0.494,11.046175808848961,7.810825820615897,0.8865222471593566,0.8786859996248692,0.042044836607422906,23.784133336920917,0.7988913525498896,0.8099999999999999,81.25508356017309,76.68680637322444,0.847158385809165,98.3832807570978,900.8724203662115,fedor-dostoevskii
2353 fedor-dostoevskii idiot,22.0,497.0,331.0,228.0,93.0,378.0,144.0,327.0,3344.0,2689.0,514.0,1128.0,131.0,11.047754710078653,41.06279403694896,7.878249496981894,18.22770612591149,9.166246981891348,68.46616059996342,110.0,441.0,63.0,50.0,222.0,62.0,48.0,12.0,11.0,5.0,7.0,25.0,12.0,19.0,0.6659959758551308,14.847379162938093,10.498682488961371,0.9345307631827775,0.9317364257532968,0.024280631852222633,41.18508966678561,0.8959374999999976,0.8999999999999999,285.6080839791376,279.41014168530944,0.9227649194995289,201.72831423895255,1257.0337530573704,fedor-dostoevskii
2354 fedor-dostoevskii idiot,26.0,522.0,341.0,232.0,85.0,416.0,160.0,341.0,3399.0,2733.0,533.0,1147.0,127.0,9.288113763631006,48.676187739463614,6.722681992337165,16.03570274675756,7.366634394341283,64.52136752136752,131.0,468.0,40.0,50.0,243.0,43.0,49.0,20.0,4.0,11.0,2.0,22.0,22.0,10.0,0.6532567049808429,14.92516453505513,10.553685053062448,0.9319578573614851,0.9295164641460502,0.02503693606835247,39.94098947530699,0.8972093023255799,0.9020000000000001,277.2363039666766,221.59645900339922,0.9179988744853347,191.25316455696202,1287.1189465607936,fedor-dostoevskii
2355 fedor-dostoevskii idiot,19.0,521.0,347.0,254.0,114.0,385.0,156.0,343.0,3616.0,2952.0,529.0,1235.0,133.0,14.150538438226082,28.724099909081758,9.556756238003842,21.706315476091497,12.12093347812911,76.17345186382462,127.0,465.0,76.0,59.0,264.0,64.0,54.0,12.0,3.0,9.0,1.0,23.0,18.0,15.0,0.6660268714011516,15.202346015539826,10.749681957532502,0.935031729353976,0.9327894693428749,0.02391319514185845,41.817916596580886,0.9108050847457604,0.9199999999999999,291.06818737208664,296.3217057332911,0.9253657335861504,220.61889250814332,1224.341155824591,fedor-dostoevskii
2356 fedor-dostoevskii idiot,24.0,496.0,306.0,212.0,88.0,386.0,163.0,311.0,3228.0,2587.0,509.0,1099.0,128.0,9.711465053763444,46.80321236559138,6.662943548387098,16.97952056812793,7.4074435483871,63.40860215053763,120.0,444.0,59.0,47.0,234.0,44.0,43.0,19.0,3.0,2.0,2.0,30.0,14.0,8.0,0.6169354838709677,13.73980560504828,9.715509715514573,0.922180791715955,0.9182978277210129,0.02887024199154411,34.637742222351065,0.8579418344518988,0.86,181.24572996932557,208.0233102778789,0.892352933440631,126.16649537512846,1178.3105614371439,fedor-dostoevskii
2357 fedor-dostoevskii idiot,31.0,476.0,263.0,203.0,63.0,383.0,161.0,285.0,3016.0,2349.0,499.0,974.0,155.0,5.87126592572513,63.89597858498237,4.532394957983193,12.653709131480614,4.159343182434263,58.00189753320683,120.0,411.0,46.0,27.0,201.0,71.0,49.0,17.0,,3.0,2.0,14.0,26.0,25.0,0.5525210084033614,12.05458523592098,8.523878964710962,0.9037755694617698,0.8972770812991115,0.03593672717366695,27.826685361953647,0.8088524590163922,0.7822222222222224,83.80911978221417,92.16375,0.8729454960468592,120.65101387406617,1100.3291071335777,fedor-dostoevskii
2358 fedor-dostoevskii idiot,36.0,497.0,330.0,198.0,79.0,388.0,153.0,314.0,3211.0,2521.0,517.0,1050.0,168.0,5.597257433489826,61.9159467918623,5.033179074446686,13.146982264798424,4.585898977196507,53.64458976078694,98.0,422.0,69.0,29.0,223.0,62.0,38.0,24.0,13.0,1.0,6.0,24.0,27.0,24.0,0.6639839034205232,14.802523032536467,10.466964414976594,0.934043418889819,0.9312105452698967,0.024461373646962693,40.880778587189745,0.8860267857142847,0.8866666666666668,240.3212167131743,244.93986254295532,0.933240235926247,262.8059701492537,1235.8300115027776,fedor-dostoevskii
2359 fedor-dostoevskii idiot,36.0,499.0,302.0,198.0,79.0,403.0,185.0,297.0,3164.0,2498.0,510.0,1058.0,154.0,5.679699955466486,61.38910264974393,4.678016032064136,13.146982264798424,4.185676937207752,53.54046982854598,73.0,417.0,69.0,29.0,209.0,59.0,34.0,23.0,18.0,2.0,3.0,38.0,19.0,25.0,0.6052104208416834,13.519376727282525,9.559642961277069,0.9191677259692895,0.9150805179789516,0.029958955444351072,33.37900087529773,0.8366222222222205,0.8266666666666667,131.60544434527606,124.5218142009052,0.901712810358717,161.5747724317295,1116.2004996962514,fedor-dostoevskii
2360 fedor-dostoevskii idiot,36.0,474.0,273.0,168.0,66.0,376.0,164.0,278.0,2863.0,2197.0,501.0,928.0,143.0,4.153649789029533,72.05419831223628,2.5043881856540082,12.020978795960394,1.6684820675105456,48.609704641350206,69.0,381.0,67.0,18.0,211.0,36.0,41.0,26.0,17.0,,1.0,32.0,29.0,32.0,0.5759493670886076,12.539305292367272,8.866627803601261,0.9104500956221153,0.9046816204115217,0.033466861953093736,29.88030372855314,0.8498352941176449,0.8511111111111113,118.5,137.96977818035703,0.8910298129305784,147.5013157894737,1043.5535532528934,fedor-dostoevskii
2361 fedor-dostoevskii idiot,37.0,483.0,280.0,165.0,63.0,385.0,197.0,251.0,2827.0,2175.0,500.0,916.0,141.0,3.6507929047059484,75.88626182082704,1.7559213250517622,11.586613864538394,0.8111031559509847,47.21554473728387,90.0,400.0,68.0,16.0,216.0,48.0,42.0,14.0,9.0,,,22.0,34.0,27.0,0.5797101449275363,12.740441145412122,9.008852329229017,0.9117757959177866,0.9064496801317177,0.03287106630059083,30.421891120155898,0.8436405529953923,0.84,143.92822185970635,139.00733005733008,0.8853479038550466,133.64293915040184,1043.7572175144771,fedor-dostoevskii
2362 fedor-dostoevskii idiot,32.0,453.0,287.0,204.0,90.0,337.0,137.0,290.0,3059.0,2400.0,499.0,1003.0,154.0,6.509697157836644,55.3627800772627,6.336666666666666,14.87706562337943,6.096391038907292,59.189362582781456,103.0,403.0,57.0,34.0,218.0,34.0,58.0,20.0,6.0,5.0,1.0,28.0,10.0,12.0,0.6335540838852097,13.484436290592766,9.53493634155612,0.9253731262162566,0.920604400159062,0.028096428711555186,35.5917120380759,0.867821782178217,0.8644444444444445,172.0967889973532,180.44188243705634,0.9012781704377208,154.88350983358546,1191.094037465129,fedor-dostoevskii
2363 fedor-dostoevskii idiot,21.0,470.0,292.0,210.0,87.0,352.0,156.0,283.0,3124.0,2473.0,505.0,1001.0,141.0,9.924113475177304,49.73954913880445,7.045531914893623,18.04529303536265,8.176112462006081,67.06180344478216,99.0,411.0,50.0,36.0,213.0,37.0,49.0,12.0,9.0,1.0,4.0,23.0,25.0,11.0,0.6212765957446809,13.468955637221722,9.523989866580257,0.9226394325816372,0.9180794311179044,0.028951247870138426,34.54082547617726,0.8808076009501167,0.8822222222222224,158.75725829987218,171.01143918069113,0.9071906538619342,179.21138211382114,1182.2008704806508,fedor-dostoevskii
2364 fedor-dostoevskii idiot,20.0,483.0,298.0,194.0,73.0,368.0,151.0,290.0,3056.0,2373.0,505.0,987.0,147.0,10.160891304347825,52.62695652173912,5.242463768115947,16.941000562429686,6.489727173913046,64.3156314699793,94.0,423.0,53.0,37.0,203.0,38.0,33.0,23.0,4.0,3.0,3.0,24.0,20.0,16.0,0.6169772256728778,13.559469504760044,9.587992836108024,0.9218573032708988,0.9175875801644734,0.029114842030148743,34.34674311351196,0.8660829493087548,0.8755555555555555,210.0229566094854,158.630071461503,0.8993643530461076,152.9605781865966,1142.5946356627867,fedor-dostoevskii
2365 fedor-dostoevskii idiot,33.0,471.0,253.0,190.0,66.0,377.0,183.0,260.0,2938.0,2263.0,500.0,939.0,169.0,4.9571395483497405,68.46325709322524,3.643460721868369,12.553279569776885,3.0407399150743117,54.6124300328122,96.0,381.0,36.0,25.0,198.0,43.0,36.0,35.0,6.0,,1.0,40.0,22.0,28.0,0.5371549893842887,11.657624642877511,8.243185437506094,0.8990279555115865,0.8917411041253749,0.03777450607255743,26.472880891657347,0.8166350710900462,0.8288888888888889,108.29470021413276,82.83303237858033,0.8766062876668891,124.7857948139797,878.2782980566371,fedor-dostoevskii
2366 fedor-dostoevskii idiot,25.0,469.0,288.0,193.0,82.0,354.0,147.0,289.0,3004.0,2357.0,502.0,993.0,136.0,8.058476759061833,55.19902558635394,5.44505330490405,16.062010492127467,5.682350575692965,59.911385927505336,103.0,421.0,41.0,43.0,193.0,51.0,47.0,15.0,1.0,2.0,,16.0,15.0,17.0,0.6140724946695096,13.298604380340773,9.403533337656084,0.9207163416873501,0.9159269248301113,0.02968121607288539,33.69134194314658,0.8689999999999992,0.8688888888888889,190.95587377468487,178.2769222760657,0.9020286741916078,165.52941176470588,1183.5350441568369,fedor-dostoevskii
