,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,neut,femn,masc,sing,plur,past,pres,futr,actv,pssv,1per,3per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
zhivoi-trup. Text/chapter15.xhtml,233.0,1285.0,579.0,437.0,130.0,1096.0,496.0,730.0,7535.0,5756.0,1274.0,2479.0,475.0,0.1953955344767131,83.72158105242065,-1.4521337569512873,6.653933019835385,-1.4521337569512873,39.522803560394784,1046.0,77.0,163.0,250.0,600.0,143.0,112.0,105.0,13.0,3.0,4.0,117.0,84.0,38.0,0.45058365758754865,16.152025809265865,11.421206979632027,0.8886344959227925,0.8959072605043418,0.035821477705793865,27.916212955063468,0.8135760517799372,0.8128,105.1196713503215,103.91763123696697,0.881349492895827,130.57454890788225,1077.87719216729,lev-tolstoi
zhivoi-trup. Text/chapter16.xhtml,117.0,582.0,312.0,200.0,66.0,452.0,181.0,337.0,3497.0,2558.0,542.0,1092.0,251.0,-0.4556568860692565,87.6033848797251,-2.1308091461802796,6.6903042871272875,-2.1308091461802796,39.33862014274385,477.0,32.0,117.0,109.0,326.0,22.0,24.0,45.0,12.0,2.0,1.0,41.0,54.0,10.0,0.5360824742268041,12.932816087718981,9.144881955464568,0.9020701870776585,0.8986611071618134,0.03541864039831185,28.23372068363366,0.8281050656660399,0.8309090909090909,120.97544594175821,111.62447716602647,0.8871067403024383,141.83808724832215,969.2763721469272,lev-tolstoi
zhivoi-trup. Text/chapter18.xhtml,294.0,1618.0,676.0,676.0,274.0,1271.0,520.0,1025.0,10381.0,8230.0,1604.0,3518.0,530.0,1.9789781623403364,69.00579454773256,2.3453604475164553,8.585138255120043,2.3453604475164553,47.28337663866535,1332.0,121.0,157.0,375.0,749.0,250.0,107.0,108.0,22.0,1.0,22.0,105.0,97.0,84.0,0.4177997527812114,16.805732143530637,11.883447161495246,0.8818839642291106,0.8921956311299855,0.03680798582320988,27.16801741891113,0.8281708094327537,0.8231249999999999,97.76929705033663,104.22573154002589,0.878638672857782,129.50727650727652,1037.927979750597,lev-tolstoi
zhivoi-trup. Text/chapter19.xhtml,182.0,755.0,372.0,346.0,102.0,617.0,228.0,491.0,4890.0,3840.0,714.0,1632.0,311.0,1.2222949566989314,71.53061967833492,1.962553034713629,6.66870974445312,1.962553034713629,49.97616621788807,615.0,43.0,71.0,185.0,364.0,106.0,17.0,80.0,17.0,,3.0,29.0,72.0,39.0,0.49271523178807947,13.538466169591205,9.573141235382604,0.8931863523150517,0.8931392700119951,0.0371145297256024,26.94362578195834,0.7910764872521239,0.7973333333333333,82.93684066342081,84.96679782796883,0.8818605411830576,135.79914122137404,1009.9964773642059,lev-tolstoi
zhivoi-trup. Text/annotation.xhtml,5.0,128.0,101.0,64.0,37.0,67.0,23.0,81.0,971.0,757.0,117.0,318.0,53.0,14.089937500000001,24.244062500000013,13.162831249999996,24.100538455510723,13.162831249999996,75.6,118.0,8.0,26.0,44.0,81.0,5.0,5.0,7.0,1.0,,2.0,,10.0,,0.7890625,8.927223112480162,6.3125,0.9511730689645421,0.9328392649774658,0.023171364856259303,43.156715463390974,0.8767088607594937,0.8500000000000001,124.08360775283057,13.1,0.9101900172107983,180.62222222222223,1064.1410346721736,lev-tolstoi
smert-ivana-ilicha. Text/chapter1.xhtml,157.0,2452.0,1164.0,1093.0,418.0,1936.0,701.0,1653.0,16088.0,12920.0,2416.0,5507.0,649.0,7.457967238495026,51.551921322513266,6.325794391163846,14.476044211507073,6.325794391163846,60.193690838623866,2242.0,204.0,353.0,725.0,1257.0,224.0,326.0,81.0,18.0,27.0,20.0,37.0,164.0,9.0,0.47471451876019577,23.506758599110764,16.621788409146408,0.9045388606462621,0.9178086669791765,0.028163612025838843,35.506809250267516,0.8708614232209885,0.8755102040816327,205.6399224927534,208.78225548163005,0.9129447167558449,175.65476120886186,1389.2259937483038,lev-tolstoi
smert-ivana-ilicha. Text/chapter2.xhtml,92.0,2448.0,1155.0,1053.0,430.0,1855.0,640.0,1645.0,15869.0,12856.0,2425.0,5479.0,469.0,12.786782111395283,37.730664606422295,9.298967888604714,19.163897743697433,9.298967888604714,69.62340153452686,2274.0,275.0,369.0,651.0,1216.0,316.0,276.0,43.0,12.0,20.0,23.0,4.0,170.0,,0.47181372549019607,23.34405390974705,16.506738819966476,0.9037333774466441,0.9170646293183142,0.028407193793850823,35.20235075864711,0.8485452271779858,0.8445833333333335,178.0662544251439,180.03440749577325,0.8956625693527819,129.1337414848668,1345.043705347739,lev-tolstoi
smert-ivana-ilicha. Text/chapter3.xhtml,101.0,2185.0,1042.0,877.0,362.0,1708.0,601.0,1469.0,13895.0,11199.0,2176.0,4820.0,483.0,10.113927543784126,46.13366325305299,7.113249439245983,16.787960650350247,7.113249439245983,61.770963137503685,2018.0,269.0,261.0,572.0,1049.0,274.0,278.0,52.0,9.0,6.0,16.0,9.0,155.0,3.0,0.4768878718535469,22.29163884669308,15.762568992258146,0.9037016324402288,0.9160263100970004,0.028836582670026152,34.678172911224955,0.8463108614232232,0.8455813953488374,169.2204761832483,155.31710259587845,0.9014757879965992,148.92148296092873,1303.2615737233375,lev-tolstoi
smert-ivana-ilicha. Text/chapter4.xhtml,130.0,2230.0,990.0,872.0,343.0,1790.0,699.0,1434.0,13830.0,11041.0,2202.0,4797.0,523.0,7.518568471886855,55.252623318385645,4.765671783373584,14.410988288254561,4.765671783373584,56.25698516729907,1981.0,238.0,287.0,521.0,1079.0,185.0,256.0,89.0,22.0,10.0,9.0,29.0,202.0,18.0,0.4439461883408072,20.964415719437525,14.824080518828126,0.8946721750630692,0.9079005956278994,0.03145705939125409,31.789366817866867,0.8358551123337914,0.834090909090909,127.59230461606583,150.12753515895145,0.8924468852088498,130.8622051390059,1232.2757674415166,lev-tolstoi
smert-ivana-ilicha. Text/chapter5.xhtml,147.0,1160.0,579.0,414.0,144.0,957.0,393.0,708.0,7027.0,5431.0,1133.0,2329.0,395.0,1.9333045977011487,75.9102034951912,0.4821418015482024,8.800472873519698,0.4821418015482024,43.580811634998824,986.0,76.0,172.0,325.0,619.0,68.0,183.0,52.0,15.0,4.0,4.0,30.0,135.0,9.0,0.4991379310344828,17.000025354950665,12.02083320882886,0.9015227402169043,0.9074268034674193,0.03213529444009085,31.11843278312819,0.8335373537353724,0.8252173913043478,131.53325805893783,111.83817185341914,0.8893801757459642,133.2976402934761,1190.8195810485813,lev-tolstoi
smert-ivana-ilicha. Text/chapter6.xhtml,48.0,923.0,456.0,321.0,124.0,748.0,333.0,539.0,5476.0,4280.0,909.0,1824.0,247.0,7.258293833513903,63.06958604189238,3.381733579360777,14.260166548402356,3.381733579360777,54.00706482484652,806.0,77.0,123.0,238.0,440.0,74.0,122.0,25.0,5.0,2.0,7.0,12.0,103.0,2.0,0.49404117009750814,15.009422825827237,10.613264661838592,0.8967230936581738,0.899711428323303,0.03482963951696575,28.711178578603818,0.8010297482837517,0.8011111111111112,84.32175856929956,102.02727186541404,0.8703592665983688,110.77922416037491,1165.6310135067376,lev-tolstoi
smert-ivana-ilicha. Text/chapter7.xhtml,82.0,1279.0,608.0,499.0,149.0,1086.0,387.0,848.0,7921.0,6236.0,1257.0,2715.0,365.0,6.548895573904918,58.98076650965885,3.856898496348137,11.967774182430823,3.856898496348137,54.61241633135643,1126.0,133.0,114.0,361.0,622.0,141.0,152.0,45.0,11.0,8.0,8.0,25.0,115.0,13.0,0.47537138389366695,17.00075884798527,12.021351866727583,0.8960474984128719,0.9031754498016715,0.03345890988984601,29.887405276866968,0.8303739837398382,0.8264,132.80038314176244,135.016664643946,0.8902156097895141,134.53185185185185,1131.1241263730667,lev-tolstoi
smert-ivana-ilicha. Text/chapter8.xhtml,160.0,1870.0,869.0,696.0,225.0,1582.0,665.0,1142.0,11503.0,8979.0,1847.0,3823.0,577.0,4.060885695187164,68.77370989304814,2.296386530748663,10.53431864738954,2.296386530748663,48.906751336898395,1639.0,129.0,270.0,468.0,921.0,153.0,212.0,90.0,24.0,11.0,6.0,16.0,203.0,12.0,0.4647058823529412,20.09550725323215,14.209669450143902,0.8982769124816679,0.9094979372176861,0.031090468228996578,32.16419877097085,0.8339593629873683,0.829189189189189,130.51041666666669,137.31250831250503,0.8950747243184771,137.50216382091432,1230.8356519827782,lev-tolstoi
smert-ivana-ilicha. Text/chapter9.xhtml,80.0,796.0,382.0,250.0,80.0,683.0,315.0,448.0,4630.0,3552.0,776.0,1511.0,254.0,2.1426608040200996,79.81570351758793,-0.3149546482412049,8.891153770860452,-0.3149546482412049,41.357035175879396,700.0,79.0,91.0,161.0,368.0,43.0,102.0,36.0,1.0,3.0,2.0,12.0,71.0,13.0,0.4798994974874372,13.539631015659216,9.573964905936332,0.8900864323126302,0.890672381255513,0.037889300754913,26.392674978841693,0.7691834002677346,0.7733333333333334,66.53161931656835,63.14153582066946,0.8677916821282613,102.10067763794773,915.825447831231,lev-tolstoi
smert-ivana-ilicha. Text/chapter10.xhtml,43.0,639.0,347.0,242.0,95.0,514.0,205.0,404.0,3978.0,3166.0,622.0,1358.0,161.0,6.205555919496305,59.79213869782001,4.14426030862176,13.191245206653567,4.14426030862176,52.73213960767187,605.0,96.0,95.0,136.0,313.0,43.0,74.0,20.0,,8.0,3.0,5.0,29.0,,0.543035993740219,13.727107846442236,9.70653104429837,0.9054816245746609,0.903751435088098,0.03369037480437032,29.68206812202872,0.8284745762711873,0.8233333333333333,127.75346470095096,142.02688339276233,0.8890650311545372,116.48057142857142,936.0661517124661,lev-tolstoi
smert-ivana-ilicha. Text/chapter11.xhtml,67.0,809.0,417.0,291.0,109.0,667.0,280.0,496.0,4889.0,3817.0,793.0,1653.0,234.0,4.242389166651293,68.33786146523255,1.882680672656491,11.326771793804832,1.882680672656491,48.04496061103629,696.0,100.0,124.0,168.0,404.0,71.0,116.0,19.0,4.0,4.0,3.0,15.0,91.0,7.0,0.515451174289246,14.660939249537035,10.366849561911652,0.9010255977712628,0.9023637448186915,0.03403581648476438,29.38081419165117,0.8092894736842108,0.8099999999999999,100.95300684223739,97.9550595377764,0.8710517225955177,109.75016789791806,1133.2846107591754,lev-tolstoi
smert-ivana-ilicha. Text/chapter12.xhtml,63.0,657.0,322.0,204.0,58.0,555.0,235.0,378.0,3750.0,2855.0,636.0,1216.0,214.0,2.031111111111109,82.04254511850402,-0.9118937812567935,8.53306248982932,-0.9118937812567935,41.478799739073715,554.0,64.0,85.0,169.0,334.0,30.0,93.0,28.0,4.0,2.0,2.0,5.0,92.0,6.0,0.4901065449010654,12.562416465718014,8.88296987099875,0.8900790373100237,0.887587575546743,0.039012746209026,25.632648228404893,0.774111842105263,0.7753846153846156,80.39403841048588,67.60486638213256,0.8447076501391878,88.82769991755977,965.1660095726056,lev-tolstoi
smert-ivana-ilicha. Text/annotation.xhtml,7.0,135.0,103.0,75.0,36.0,76.0,19.0,93.0,993.0,770.0,123.0,329.0,53.0,10.650370370370371,35.29764550264548,10.074828042328043,20.09985215478088,10.074828042328043,74.84126984126985,128.0,14.0,23.0,62.0,93.0,13.0,9.0,5.0,,,3.0,,7.0,,0.762962962962963,8.864828547985866,6.268380380336901,0.9448459459604583,0.9249834915942425,0.02588986517286716,38.62515286669048,0.9090697674418611,0.8300000000000001,120.46713362068965,15.0,0.8981780773137376,167.5,1154.8651481841346,lev-tolstoi
posle-bala. Text/chapter1.xhtml,181.0,3166.0,1373.0,1181.0,414.0,2504.0,1021.0,1897.0,18680.0,14665.0,3085.0,6408.0,761.0,6.756176118496594,62.453069753562545,2.862919413101217,13.421182834242465,2.862919413101217,54.79430272613368,2767.0,216.0,479.0,685.0,1437.0,380.0,419.0,117.0,13.0,28.0,22.0,183.0,183.0,33.0,0.43367024636765633,24.401418980518162,17.254408831698523,0.8963464526853808,0.9126606316065343,0.029610976787109562,33.77126013740034,0.8264549246070072,0.8257142857142857,126.69787543447464,144.926794003549,0.8845931439154715,122.94353651354535,1405.3220702200767,lev-tolstoi
posle-bala. Text/annotation.xhtml,8.0,156.0,120.0,72.0,36.0,97.0,22.0,111.0,1093.0,851.0,145.0,367.0,53.0,10.138717948717947,40.095897435897456,8.578852564102561,18.804919354665326,8.578852564102561,65.65384615384616,141.0,10.0,22.0,63.0,98.0,8.0,9.0,11.0,,,6.0,,15.0,,0.7692307692307693,9.607689228305228,6.793662204867574,0.9480451988946134,0.9320625925304354,0.023689853802364522,42.212164259966364,0.8960747663551396,0.8533333333333334,139.62645598194135,13.1,0.9119894757019791,195.0,1144.2389208805887,lev-tolstoi
khadzhi-murat. Text/chapter1.xhtml,156.0,2256.0,1172.0,1029.0,314.0,1840.0,590.0,1564.0,14731.0,11685.0,2258.0,4906.0,699.0,6.371065193671576,57.33881205673757,5.440264729950897,12.593290166663937,5.440264729950897,60.073240589198036,2100.0,140.0,332.0,698.0,1122.0,309.0,338.0,74.0,20.0,31.0,32.0,36.0,104.0,16.0,0.5195035460992907,24.675051287249005,17.447896091339622,0.9151855879929047,0.9267507559489833,0.025292524733238043,39.53737361323423,0.8798187584956974,0.8862222222222221,261.5174404013177,270.86461198973393,0.9192363162455001,183.10106536135905,1434.34796339593,lev-tolstoi
khadzhi-murat. Text/chapter2.xhtml,142.0,1169.0,646.0,515.0,125.0,990.0,312.0,803.0,7651.0,5863.0,1176.0,2465.0,493.0,2.836944240292052,69.40363154977771,2.665576696707184,8.34506471292113,2.665576696707184,52.2871420137592,1072.0,75.0,106.0,360.0,542.0,165.0,180.0,53.0,17.0,5.0,3.0,26.0,53.0,18.0,0.5526090675791274,18.89405879254419,13.360117096345308,0.9160372987905306,0.9217654762803597,0.02736889759924602,36.537825331611046,0.8739642857142863,0.8747826086956522,217.30116864437252,232.25671392577186,0.9225378457230884,212.2810945273632,1193.8603459099693,lev-tolstoi
khadzhi-murat. Text/chapter3.xhtml,110.0,1128.0,637.0,485.0,172.0,846.0,303.0,715.0,7466.0,5697.0,1123.0,2351.0,401.0,3.6495322372662784,68.24247743391359,3.4527297872340412,11.105460189426763,3.4527297872340412,53.25099935525468,1023.0,56.0,184.0,316.0,563.0,99.0,163.0,40.0,13.0,11.0,12.0,24.0,57.0,24.0,0.5647163120567376,18.966398993486926,13.411269342984316,0.9186944509189297,0.9240059014964822,0.02663739039092231,37.54121501109161,0.86696941612604,0.8663636363636367,235.16254802732698,196.39963600018655,0.9192678627934764,191.68516284680337,1313.7303354563144,lev-tolstoi
khadzhi-murat. Text/chapter4.xhtml,99.0,1376.0,749.0,613.0,189.0,1120.0,361.0,948.0,8920.0,7087.0,1376.0,2991.0,421.0,6.088455631900398,58.12743231735965,5.10039631782945,12.265809428768936,5.10039631782945,58.44840850364106,1277.0,80.0,219.0,425.0,683.0,165.0,235.0,53.0,11.0,25.0,10.0,1.0,94.0,4.0,0.5443313953488372,20.191686782343844,14.277678647390113,0.9158430303769496,0.9231407398082988,0.026813380280345796,37.29481287120669,0.8601205727204275,0.8592592592592591,175.14403292181072,193.92459696619278,0.9020460326808338,144.58199602628764,1399.3007184468568,lev-tolstoi
khadzhi-murat. Text/chapter5.xhtml,125.0,1479.0,835.0,716.0,249.0,1151.0,378.0,1022.0,10061.0,8010.0,1481.0,3341.0,496.0,5.698078918187964,55.689978769438824,6.181918596348886,12.528247953939688,6.181918596348886,60.24308857336038,1367.0,92.0,213.0,480.0,748.0,207.0,219.0,56.0,6.0,24.0,11.0,17.0,83.0,12.0,0.5645706558485463,21.712127892805352,15.35279286699225,0.9216769112857555,0.9293065657207197,0.024707847024056998,40.47297196823106,0.8870489510489568,0.893793103448276,257.4633007036322,250.3217417730312,0.9227116959636172,197.75303057716664,1400.488584808151,lev-tolstoi
khadzhi-murat. Text/chapter6.xhtml,96.0,1415.0,708.0,598.0,225.0,1084.0,395.0,914.0,9290.0,7177.0,1399.0,3046.0,451.0,6.346742123085985,58.29926604829211,4.845704008392225,13.585197172557185,4.845704008392225,57.00106743227327,1242.0,95.0,171.0,440.0,754.0,80.0,192.0,54.0,17.0,5.0,11.0,36.0,128.0,9.0,0.5003533568904593,18.821534918237813,13.308834973025348,0.9045552431898313,0.9125930814636524,0.03029264833126876,33.01130984205753,0.855871156661784,0.8542857142857144,179.2138523697915,173.25353873268367,0.9042905739867944,157.5689084895259,1132.3530758482736,lev-tolstoi
khadzhi-murat. Text/chapter7.xhtml,56.0,572.0,339.0,242.0,73.0,471.0,153.0,391.0,3623.0,2836.0,574.0,1213.0,180.0,3.895594405594405,66.10660339660339,2.862449800199805,10.144303556249648,2.862449800199805,52.52197802197802,526.0,31.0,67.0,188.0,276.0,70.0,98.0,17.0,5.0,8.0,8.0,9.0,31.0,6.0,0.5926573426573427,14.174302069620188,10.02274511201495,0.9176047516506393,0.9152226592425141,0.029881543125826224,33.4654738474906,0.8562906309751422,0.8563636363636365,155.83512774817865,130.647732325478,0.8963900627192927,142.12880765883378,1112.8062544771844,lev-tolstoi
khadzhi-murat. Text/chapter8.xhtml,79.0,1035.0,606.0,421.0,94.0,892.0,288.0,698.0,6430.0,5036.0,1033.0,2132.0,319.0,4.866914939154896,66.00316119366478,3.0941900874457318,9.694047157164896,3.0941900874457318,53.77759432520027,961.0,80.0,163.0,288.0,540.0,95.0,152.0,24.0,8.0,4.0,15.0,7.0,51.0,16.0,0.5855072463768116,18.83659712645434,13.319485562594899,0.9228947512534978,0.9272911101593289,0.025574386157191355,39.10162276637112,0.8704056795131884,0.8669999999999998,235.15445430139727,223.90370399668768,0.911878205648796,160.01644736842104,1522.5448766454333,lev-tolstoi
khadzhi-murat. Text/chapter9.xhtml,87.0,1462.0,817.0,672.0,252.0,1071.0,382.0,941.0,9790.0,7641.0,1445.0,3196.0,450.0,7.6023924084469385,53.60762763966855,6.390967356950803,15.096988471749608,6.390967356950803,62.76902998569115,1385.0,111.0,178.0,506.0,752.0,150.0,197.0,28.0,5.0,24.0,7.0,3.0,70.0,4.0,0.5588235294117647,21.36723715245871,15.10891828572469,0.920148651356541,0.9277689321845839,0.025229913563242005,39.6354905256957,0.8899221514508263,0.893793103448276,297.6550579671996,282.345462140199,0.9197282546156561,190.81490083973557,1382.7604296428046,lev-tolstoi
khadzhi-murat. Text/chapter10.xhtml,70.0,1282.0,683.0,552.0,222.0,993.0,388.0,827.0,8322.0,6626.0,1283.0,2826.0,377.0,8.475887675507021,50.543901270336534,6.451884131936708,15.794773282403458,6.451884131936708,61.37200802317807,1160.0,89.0,135.0,422.0,645.0,131.0,161.0,48.0,22.0,13.0,13.0,24.0,97.0,1.0,0.5327613104524181,19.075533414271842,13.488439031982194,0.9120086311715875,0.9187738782817448,0.02831227126441824,35.320373652140056,0.8409732360097318,0.8432000000000001,144.56549662537958,179.84525805752935,0.8883980940168928,124.77146330344932,1444.005116462484,lev-tolstoi
khadzhi-murat. Text/chapter11.xhtml,104.0,1186.0,581.0,462.0,115.0,999.0,374.0,740.0,7184.0,5586.0,1185.0,2346.0,373.0,3.4378508885717984,73.12753794266443,1.643062151381507,9.346964972092113,1.643062151381507,50.3583149565443,1027.0,70.0,139.0,367.0,575.0,167.0,193.0,22.0,14.0,3.0,4.0,60.0,82.0,17.0,0.48988195615514335,16.870726615239143,11.929405193179965,0.8991867212559199,0.9053749898253279,0.03279456779570651,30.492854982248637,0.8521196130167087,0.8539130434782609,150.77299706962734,150.41266495553654,0.8938584790569036,138.929418742586,1109.3436051710619,lev-tolstoi
khadzhi-murat. Text/chapter12.xhtml,89.0,1026.0,552.0,471.0,138.0,851.0,299.0,690.0,6800.0,5298.0,1026.0,2249.0,407.0,5.060420965021795,60.10881453008301,4.51865845324923,11.05914226827622,4.51865845324923,57.43452263617846,949.0,46.0,133.0,348.0,497.0,126.0,165.0,47.0,3.0,12.0,6.0,11.0,60.0,6.0,0.5380116959064327,17.233178933103172,12.185697684998402,0.9105961114512712,0.9150376248496287,0.029690970861583708,33.680272856751586,0.8449334698055292,0.849,143.2307376207109,140.89256036118564,0.8926917095548568,127.41095226556821,1308.782159959244,lev-tolstoi
khadzhi-murat. Text/chapter13.xhtml,144.0,1532.0,709.0,580.0,154.0,1303.0,506.0,951.0,9212.0,7146.0,1538.0,3050.0,476.0,3.156345372787932,73.35366115462723,1.143921127067017,9.192986079199972,1.143921127067017,48.49789672178706,1261.0,78.0,125.0,478.0,826.0,154.0,251.0,42.0,17.0,3.0,11.0,139.0,88.0,44.0,0.46279373368146215,18.11410381940428,12.808605645817906,0.8949496556577681,0.9041997404402935,0.03298016019506989,30.321259632616552,0.830734996628452,0.8293333333333333,133.1729390410179,124.50036793794712,0.8799981404405404,122.77491624790619,1176.2231586433745,lev-tolstoi
khadzhi-murat. Text/chapter14.xhtml,34.0,1294.0,642.0,528.0,212.0,1023.0,433.0,802.0,8102.0,6536.0,1294.0,2784.0,264.0,17.76454223111192,28.055283662151112,11.25478902627512,22.1268657195717,11.25478902627512,78.86253295754159,1058.0,126.0,103.0,282.0,558.0,178.0,71.0,50.0,33.0,4.0,9.0,69.0,157.0,10.0,0.49613601236476046,17.847109568167507,12.61981220023056,0.9021832657010503,0.9093256089640956,0.031432776406262575,31.8139252821702,0.8644658634538114,0.8648000000000002,165.9301219279447,185.66938920454544,0.8885315420631146,139.7079158316633,1314.3827667141982,lev-tolstoi
khadzhi-murat. Text/chapter15.xhtml,190.0,3547.0,1737.0,1712.0,667.0,2618.0,917.0,2368.0,23974.0,19171.0,3534.0,8042.0,897.0,9.108583547252682,46.30323898624485,8.03084789889158,16.615138091787827,8.03084789889158,66.93456145296989,3293.0,357.0,428.0,1137.0,1795.0,387.0,462.0,91.0,12.0,41.0,40.0,32.0,211.0,11.0,0.48970961375810546,29.165486436845676,20.623113236097854,0.9126553536707975,0.9278582807246334,0.024605087830716122,40.64200082844798,0.8765294453974034,0.8791428571428572,255.35614030793926,265.2673071364988,0.9129631002771107,163.97661138923655,1533.8579314367576,lev-tolstoi
khadzhi-murat. Text/chapter16.xhtml,68.0,1296.0,775.0,582.0,201.0,1034.0,344.0,891.0,8400.0,6795.0,1305.0,2872.0,287.0,8.925984023238922,48.87396151053014,7.127527777777779,15.250312496787691,7.127527777777779,63.96623093681917,1244.0,105.0,252.0,304.0,581.0,194.0,168.0,28.0,9.0,17.0,14.0,3.0,48.0,1.0,0.5979938271604939,21.52777777777778,15.222437650543732,0.9282583884180062,0.9344361321613611,0.02304873620219196,43.386326748140704,0.876182838813153,0.8743999999999998,291.45401337792646,285.2568162666619,0.9056038401833268,137.22976287816843,1629.911402830605,lev-tolstoi
khadzhi-murat. Text/chapter17.xhtml,21.0,374.0,265.0,182.0,73.0,277.0,92.0,258.0,2460.0,2006.0,372.0,867.0,78.0,9.059393939393939,44.359891774891764,7.53193506493507,16.53392868104885,7.53193506493507,66.4726254138019,363.0,44.0,67.0,86.0,173.0,72.0,67.0,4.0,1.0,3.0,22.0,,11.0,,0.7085561497326203,13.702823784868007,9.689359619684481,0.9418448522127171,0.9365996998644293,0.022603206369701867,44.24151085663825,0.8713846153846161,0.862857142857143,253.9452327455673,313.91339869281046,0.9012308103903528,127.51553930530164,1662.953596544213,lev-tolstoi
khadzhi-murat. Text/chapter18.xhtml,76.0,1134.0,617.0,516.0,201.0,876.0,303.0,774.0,7457.0,5936.0,1135.0,2560.0,333.0,7.201033602524831,51.76214657012903,5.913750324886294,14.428056196857769,5.913750324886294,60.423698134224445,1009.0,93.0,200.0,293.0,550.0,137.0,152.0,41.0,16.0,13.0,13.0,17.0,101.0,7.0,0.5440917107583775,18.322242917773984,12.955782213705177,0.9134659985397101,0.9189460548357756,0.028328956864503006,35.29957014594592,0.8438156682027623,0.8472727272727273,147.63178141645295,153.99027888983852,0.8995777967273346,139.8369612538093,1299.7905204562758,lev-tolstoi
khadzhi-murat. Text/chapter19.xhtml,98.0,1908.0,984.0,822.0,285.0,1511.0,530.0,1266.0,12028.0,9641.0,1912.0,4168.0,447.0,8.896750524109013,50.23716489111368,6.052536430924569,15.127118086554818,6.052536430924569,62.551148761391346,1746.0,204.0,241.0,498.0,880.0,294.0,254.0,55.0,17.0,23.0,39.0,23.0,120.0,19.0,0.5157232704402516,22.527132487585,15.929088142659133,0.9123376309085192,0.9227747275104959,0.02672162015188963,37.42288058567753,0.8630123722431272,0.8636842105263156,208.73846153846154,242.77578029519833,0.9081257769137261,157.90973005815468,1474.013295179081,lev-tolstoi
khadzhi-murat. Text/chapter20.xhtml,129.0,1461.0,745.0,633.0,222.0,1168.0,399.0,991.0,9550.0,7507.0,1463.0,3189.0,501.0,4.893621126020726,60.92837662957834,4.302342350731422,11.648199539503516,4.302342350731422,54.652070101714344,1304.0,93.0,244.0,472.0,813.0,136.0,212.0,25.0,20.0,13.0,1.0,18.0,118.0,21.0,0.5099247091033539,19.490867304509532,13.782124442225856,0.9075746375655449,0.9158195394880668,0.029205553893155427,34.24006282018704,0.8530169971671453,0.853793103448276,189.54571970115197,156.6703979044828,0.9047198719928279,156.9349617422013,1309.8135615950282,lev-tolstoi
khadzhi-murat. Text/chapter21.xhtml,78.0,1187.0,671.0,495.0,186.0,940.0,361.0,765.0,7534.0,6053.0,1185.0,2534.0,275.0,6.4507881321150045,58.75057146868858,5.150942955738451,13.70268640795086,5.150942955738451,56.91971788391333,1095.0,92.0,145.0,361.0,516.0,201.0,171.0,21.0,3.0,4.0,16.0,8.0,77.0,7.0,0.565290648694187,19.475883170572764,13.77152905950896,0.9194235909333963,0.9252013419341144,0.02620839181771052,38.15571771650035,0.8553778558875236,0.8600000000000001,216.06497911416437,184.32912183805297,0.9106995047883699,163.73365899046289,1339.5820989730717,lev-tolstoi
khadzhi-murat. Text/chapter22.xhtml,76.0,1018.0,544.0,453.0,146.0,806.0,277.0,675.0,6549.0,5209.0,1017.0,2159.0,292.0,5.455444628270083,61.96025074966393,4.748991857098545,12.304019748637588,4.748991857098545,57.89375452383415,908.0,49.0,100.0,343.0,468.0,127.0,144.0,29.0,20.0,4.0,13.0,9.0,98.0,3.0,0.5343811394891945,17.050024629956457,12.056188035239867,0.9095173869653863,0.9138740540097078,0.03008317841556441,33.24116840934004,0.8435500515995886,0.8470000000000001,151.894630627536,145.4097916472017,0.8846366574668905,123.78120516499283,1278.2928056503142,lev-tolstoi
khadzhi-murat. Text/chapter23.xhtml,81.0,1272.0,715.0,507.0,138.0,1067.0,352.0,853.0,7753.0,6148.0,1272.0,2633.0,316.0,6.215585255066387,62.015075122292075,3.6215555555555525,11.59000449322719,3.6215555555555525,55.56219426974144,1172.0,102.0,216.0,388.0,662.0,154.0,197.0,14.0,13.0,8.0,12.0,7.0,88.0,5.0,0.5621069182389937,20.047604508790585,14.175797094711825,0.9194130751583142,0.9258331782144176,0.02595820886098588,38.52345920149209,0.8406541291905191,0.8408000000000001,183.83502983502984,194.8876293054851,0.889533823537693,108.76695371367062,1510.0056357743965,lev-tolstoi
khadzhi-murat. Text/chapter24.xhtml,123.0,1121.0,593.0,493.0,172.0,888.0,317.0,743.0,7255.0,5676.0,1120.0,2414.0,379.0,3.5958437225763866,65.56562306448222,3.2129121102674034,10.50491754214294,3.2129121102674034,53.09241168236838,1013.0,67.0,213.0,289.0,554.0,122.0,179.0,32.0,14.0,10.0,8.0,17.0,71.0,20.0,0.5289919714540589,17.711359040803643,12.523822081781923,0.909315841337468,0.9147428355035784,0.02973635616618862,33.628868123964644,0.8551865671641783,0.8672727272727275,162.9872926904177,169.18797919979912,0.902120521179891,154.0515337423313,1359.7113746382101,lev-tolstoi
